gene_name,cellular_component
A1CF,nucleus
A1CF,endoplasmic reticulum
A1CF,apolipoprotein B mRNA editing enzyme complex
A1CF,nucleoplasm
A1CF,cytoplasm
A1CF,mRNA editing complex
A2ML1,extracellular space
A2ML1,extracellular exosome
AADACL4,membrane
ABCA10,membrane
ABCA10,intracellular membrane-bounded organelle
ABCA13,intracellular vesicle
ABCA13,secretory granule membrane
ABCA13,intracellular membrane-bounded organelle
ABCA13,azurophil granule membrane
ABCA13,plasma membrane
ABCA7,cell surface
ABCA7,early endosome membrane
ABCA7,intracellular membrane-bounded organelle
ABCA7,phagocytic cup
ABCA7,Golgi membrane
ABCA7,ruffle membrane
ABCA7,Golgi apparatus
ABCA7,glial cell projection
ABCA7,cell junction
ABCA7,plasma membrane
ABCA7,endoplasmic reticulum
ABCB1,cell surface
ABCB1,plasma membrane
ABCB1,extracellular exosome
ABCB1,external side of apical plasma membrane
ABCB1,membrane
ABCB1,cytoplasm
ABCB1,apical plasma membrane
ABCB5,plasma membrane
ABCC3,membrane
ABCC3,plasma membrane
ABCC3,basal plasma membrane
ABCC3,basolateral plasma membrane
ABCC5,basolateral plasma membrane
ABCC5,plasma membrane
ABCC5,Golgi lumen
ABCC5,membrane
ABCC5,endosome membrane
ABCC5,apical plasma membrane
ABCC9,potassium ion-transporting ATPase complex
ABCC9,plasma membrane
ABCC9,membrane
ABCC9,sarcomere
ABCC9,inward rectifying potassium channel
ABCD1,endoplasmic reticulum membrane
ABCD1,peroxisome
ABCD1,mitochondrial membrane
ABCD1,lysosomal membrane
ABCD1,perinuclear region of cytoplasm
ABCD1,cytosol
ABCD1,membrane
ABCD1,cytoplasm
ABCD1,peroxisomal membrane
ABCF1,cytosol
ABCF1,membrane
ABCF1,nuclear envelope
ABCF1,nucleoplasm
ABCF2,membrane
ABCG2,mitochondrial membrane
ABCG2,brush border membrane
ABCG2,membrane raft
ABCG2,plasma membrane
ABCG2,external side of apical plasma membrane
ABCG2,nucleoplasm
ABCG2,apical plasma membrane
ABCG8,ATP-binding cassette (ABC) transporter complex
ABCG8,apical plasma membrane
ABCG8,receptor complex
ABCG8,plasma membrane
ABHD15,membrane
ABHD15,extracellular region
ABI1,growth cone
ABI1,nucleus
ABI1,cytosol
ABI1,lamellipodium
ABI1,postsynaptic density
ABI1,endoplasmic reticulum
ABI1,filopodium tip
ABI1,intracellular anatomical structure
ABI1,cytoskeleton
ABI1,SCAR complex
ABI1,extracellular exosome
ABI3,dendritic spine
ABI3,lamellipodium
ABI3,postsynaptic density
ABI3,membrane
ABI3,cytoplasm
ABL2,cytosol
ABL2,actin cytoskeleton
ABLIM2,cytoplasm
ABLIM2,actin cytoskeleton
ABRAXAS1,nucleus
ABRAXAS1,nucleoplasm
ABRAXAS1,BRCA1-A complex
ABRAXAS1,nuclear body
ACAN,glutamatergic synapse
ACAN,collagen-containing extracellular matrix
ACAN,GABA-ergic synapse
ACAN,perineuronal net
ACAN,lysosomal lumen
ACAN,synapse
ACAN,Golgi lumen
ACAN,basement membrane
ACAN,extracellular space
ACAN,extracellular region
ACD,nucleoplasm
ACD,"chromosome, telomeric region"
ACKR3,cell surface
ACKR3,recycling endosome
ACKR3,early endosome
ACKR3,intracellular membrane-bounded organelle
ACKR3,external side of plasma membrane
ACKR3,plasma membrane
ACKR3,endosome
ACKR3,clathrin-coated pit
ACO1,Golgi apparatus
ACO1,cytosol
ACO1,endoplasmic reticulum
ACO1,mitochondrion
ACO1,cytoplasm
ACO1,extracellular exosome
ACOXL,cellular_component
ACOXL,peroxisome
ACOXL,peroxisomal matrix
ACSL3,endoplasmic reticulum membrane
ACSL3,Golgi apparatus
ACSL3,perinuclear region of cytoplasm
ACSL3,mitochondrial outer membrane
ACSL3,plasma membrane
ACSL3,endoplasmic reticulum
ACSL3,membrane
ACSL3,lipid droplet
ACSL3,peroxisomal membrane
ACSL6,endoplasmic reticulum membrane
ACSL6,mitochondrial outer membrane
ACSL6,plasma membrane
ACSL6,endoplasmic reticulum
ACSL6,membrane
ACSL6,peroxisomal membrane
ACSM1,mitochondrial matrix
ACSM1,extracellular exosome
ACSM1,blood microparticle
ACSM2A,mitochondrial matrix
ACSM2A,mitochondrion
ACSM4,mitochondrial matrix
ACTG1,actin filament
ACTG1,nucleus
ACTG1,cytosol
ACTG1,plasma membrane
ACTG1,extracellular space
ACTG1,cytoskeleton
ACTL6B,chromatin
ACTL6B,GBAF complex
ACTL6B,nucleus
ACTL6B,nuclear matrix
ACTL6B,SWI/SNF complex
ACTL6B,brahma complex
ACTL6B,bBAF complex
ACTL6B,nBAF complex
ACTL6B,NuA4 histone acetyltransferase complex
ACTL6B,RSC-type complex
ACTL6B,kinetochore
ACTL7B,nucleus
ACTL7B,cytoplasm
ACTL7B,actin cytoskeleton
ACVR1,apical part of cell
ACVR1,activin receptor complex
ACVR1,BMP receptor complex
ACVR1,plasma membrane
ACVR1B,activin receptor complex
ACVR1B,cell surface
ACVR1B,cytosol
ACVR1B,plasma membrane
ACVR1B,receptor complex
ACVR2A,activin receptor complex
ACVR2A,cell surface
ACVR2A,inhibin-betaglycan-ActRII complex
ACVR2A,plasma membrane
ACVR2A,cytoplasm
ACVR2A,receptor complex
ACVR2B,activin receptor complex
ACVR2B,plasma membrane
ACVR2B,cytoplasm
ACVR2B,receptor complex
ACVR2B,protein-containing complex
ADAM2,cell surface
ADAM2,plasma membrane
ADAM2,protein-containing complex
ADAM22,axon
ADAM22,membrane
ADAM22,plasma membrane
ADAM29,external side of plasma membrane
ADAM29,plasma membrane
ADAM29,sperm head plasma membrane
ADAM7,plasma membrane
ADAMTS12,extracellular matrix
ADAMTS12,extracellular region
ADAMTS17,extracellular matrix
ADAMTS17,extracellular region
ADAMTS18,extracellular matrix
ADAMTS18,extracellular region
ADAMTS19,extracellular matrix
ADAMTS19,extracellular region
ADAMTS3,extracellular matrix
ADAMTS3,collagen-containing extracellular matrix
ADAMTS3,extracellular space
ADAMTS3,extracellular exosome
ADAMTS3,extracellular region
ADAMTS5,extracellular matrix
ADAMTS5,collagen-containing extracellular matrix
ADAMTS5,endoplasmic reticulum lumen
ADAMTS5,extracellular space
ADAMTS5,extracellular region
ADAMTS6,extracellular matrix
ADAMTS6,extracellular region
ADAMTS9,extracellular matrix
ADAMTS9,cell surface
ADAMTS9,collagen-containing extracellular matrix
ADAMTS9,intracellular membrane-bounded organelle
ADAMTS9,endoplasmic reticulum
ADAMTS9,extracellular space
ADAMTSL3,extracellular matrix
ADAMTSL3,extracellular region
ADAMTSL3,intracellular membrane-bounded organelle
ADCK1,mitochondrion
ADCK1,mitochondrial inner membrane
ADCK1,extracellular region
ADCY2,dendrite
ADCY2,membrane raft
ADCY2,plasma membrane
ADCY2,membrane
ADCY2,cytoplasm
ADCY3,ciliary membrane
ADCY3,Golgi apparatus
ADCY3,cilium
ADCY3,plasma membrane
ADCY3,membrane
ADCY3,cytoplasm
ADCY5,membrane
ADCY5,cilium
ADCY5,plasma membrane
ADCY8,basolateral plasma membrane
ADCY8,dendrite
ADCY8,neuronal cell body membrane
ADCY8,actin cytoskeleton
ADCY8,caveola
ADCY8,plasma membrane raft
ADCY8,apical plasma membrane
ADCY8,clathrin-coated pit
ADCY8,glutamatergic synapse
ADCY8,clathrin-coated vesicle membrane
ADCY8,Schaffer collateral - CA1 synapse
ADCY8,membrane raft
ADCY8,membrane
ADCY8,excitatory synapse
ADCY8,postsynaptic density
ADCY8,plasma membrane
ADCY8,hippocampal mossy fiber to CA3 synapse
ADCY8,presynaptic active zone
ADCY8,axon
ADCY8,presynaptic membrane
ADD2,plasma membrane raft
ADD2,cytosol
ADD2,postsynaptic density
ADD2,plasma membrane
ADD2,F-actin capping protein complex
ADD2,cytoskeleton
ADD2,cytoplasmic vesicle
ADD3,cell-cell junction
ADD3,condensed nuclear chromosome
ADD3,cytosol
ADD3,brush border
ADD3,postsynaptic density
ADD3,plasma membrane
ADD3,membrane
ADD3,cytoskeleton
ADD3,cell cortex
ADGRA1,membrane
ADGRA1,glutamatergic synapse
ADGRA1,postsynaptic density
ADGRA1,plasma membrane
ADGRA2,Wnt signalosome
ADGRA2,cell surface
ADGRA2,intracellular membrane-bounded organelle
ADGRA2,filopodium
ADGRA2,plasma membrane
ADGRA2,membrane
ADGRB3,synaptic cleft
ADGRB3,postsynaptic density membrane
ADGRB3,postsynapse
ADGRB3,plasma membrane
ADGRB3,membrane
ADGRB3,cerebellar climbing fiber to Purkinje cell synapse
ADGRD1,nuclear speck
ADGRD1,cytosol
ADGRD1,plasma membrane
ADGRD1,membrane
ADGRD1,nucleoplasm
ADGRG4,membrane
ADGRG6,endoplasmic reticulum membrane
ADGRG6,cell surface
ADGRG6,plasma membrane
ADGRG6,membrane
ADGRG6,cytoplasm
ADGRL1,growth cone
ADGRL1,neuron projection
ADGRL1,synapse
ADGRL1,plasma membrane
ADGRL1,axon
ADGRL1,membrane
ADGRL1,presynaptic membrane
ADGRL2,membrane
ADGRL3,glutamatergic synapse
ADGRL3,cell-cell junction
ADGRL3,plasma membrane
ADGRL3,axon
ADGRL3,membrane
ADGRV1,cell surface
ADGRV1,receptor complex
ADGRV1,stereocilium
ADGRV1,stereocilia ankle link complex
ADGRV1,stereocilia ankle link
ADGRV1,periciliary membrane compartment
ADGRV1,plasma membrane
ADGRV1,stereocilium membrane
ADGRV1,USH2 complex
ADGRV1,membrane
ADGRV1,photoreceptor inner segment
ADGRV1,cytoplasm
ADGRV1,extracellular exosome
ADH1B,cytosol
ADH1B,nucleoplasm
ADH1B,plasma membrane
ADHFE1,mitochondrial matrix
ADHFE1,mitochondrion
ADNP,chromatin
ADNP,RNA polymerase II transcription regulator complex
ADNP,dendrite
ADNP,nucleus
ADNP,cellular_component
ADNP,axon
ADNP,extracellular space
ADNP,neuronal cell body
ADRA1A,caveola
ADRA1A,intracellular membrane-bounded organelle
ADRA1A,nucleus
ADRA1A,nuclear membrane
ADRA1A,cytosol
ADRA1A,plasma membrane
ADRA1A,nucleoplasm
ADRA1A,cytoplasm
ADRA1B,caveola
ADRA1B,nucleus
ADRA1B,nuclear membrane
ADRA1B,plasma membrane
ADRA1B,cytoplasm
ADRB3,receptor complex
ADRB3,plasma membrane
AFF1,super elongation complex
AFF1,transcription elongation factor complex
AFF2,super elongation complex
AFF2,nuclear speck
AFF3,nuclear body
AFF3,nucleus
AFF3,cytosol
AFF3,super elongation complex
AFF3,nucleoplasm
AFF4,fibrillar center
AFF4,super elongation complex
AFF4,transcription elongation factor complex
AFF4,euchromatin
AFF4,nucleoplasm
AFM,blood microparticle
AFM,extracellular space
AFM,cytoplasm
AFM,extracellular exosome
AFM,extracellular region
AFMID,cytosol
AFMID,nucleus
AFMID,cytoplasm
AGBL5,nucleus
AGBL5,intercellular bridge
AGBL5,cytosol
AGBL5,microtubule cytoskeleton
AGBL5,mitotic spindle
AGBL5,midbody
AGBL5,cytoplasm
AGGF1,cytoplasm
AGGF1,extracellular region
AGGF1,perinuclear region of cytoplasm
AGO1,P-body
AGO1,cytoplasmic ribonucleoprotein granule
AGO1,nucleus
AGO1,cytosol
AGO1,polysome
AGO1,RISC complex
AGO1,nucleoplasm
AGO1,cytoplasm
AGO4,P-body
AGO4,cytoplasmic ribonucleoprotein granule
AGO4,nucleus
AGO4,RISC-loading complex
AGO4,cytosol
AGO4,RISC complex
AGO4,membrane
AGO4,cytoplasm
AGTR2,plasma membrane
AHCTF1,chromatin
AHCTF1,nuclear envelope
AHCTF1,nuclear body
AHCTF1,nucleus
AHCTF1,nuclear pore outer ring
AHCTF1,nuclear matrix
AHCTF1,nuclear membrane
AHCTF1,cytosol
AHCTF1,kinetochore
AHCTF1,nuclear pore
AHCTF1,nucleoplasm
AHCTF1,extracellular exosome
AHCYL2,cytosol
AHCYL2,intracellular membrane-bounded organelle
AHCYL2,endoplasmic reticulum
AHCYL2,neuron projection
AHI1,ciliary basal body
AHI1,cell-cell junction
AHI1,centrosome
AHI1,centriole
AHI1,cytosol
AHI1,adherens junction
AHI1,MKS complex
AHI1,cilium
AHI1,non-motile cilium
AHNAK,sarcolemma
AHNAK,T-tubule
AHNAK,plasma membrane protein complex
AHNAK,nucleus
AHNAK,membrane raft
AHNAK,vesicle
AHNAK,cytosol
AHNAK,focal adhesion
AHNAK,plasma membrane
AHNAK,actin cytoskeleton
AHNAK,extracellular exosome
AHNAK,membrane
AHNAK,costamere
AHNAK,cytoplasm
AHNAK,lysosomal membrane
AHNAK,cell-cell contact zone
AHNAK2,sarcolemma
AHNAK2,nucleus
AHNAK2,cytosol
AHNAK2,plasma membrane
AHNAK2,T-tubule
AHNAK2,costamere
AHNAK2,cytoplasm
AHSA1,cytosol
AHSA1,extracellular exosome
AHSA1,endoplasmic reticulum
AJAP1,cell surface
AJAP1,basolateral plasma membrane
AJAP1,cytoplasmic side of plasma membrane
AJAP1,adherens junction
AJAP1,plasma membrane
AJAP1,cell-cell contact zone
AJAP1,apical plasma membrane
AJUBA,P-body
AJUBA,cell-cell junction
AJUBA,centrosome
AJUBA,nucleus
AJUBA,Golgi apparatus
AJUBA,cytosol
AJUBA,lamellipodium
AJUBA,adherens junction
AJUBA,focal adhesion
AJUBA,plasma membrane
AJUBA,transcription regulator complex
AJUBA,nucleoplasm
AK8,9+2 motile cilium
AK8,cytosol
AK8,sperm flagellum
AK8,cytoplasm
AK8,axoneme
AKAP11,centrosome
AKAP11,cytosol
AKAP11,plasma membrane
AKAP11,nucleolus
AKAP11,cytoplasm
AKAP13,cortical actin cytoskeleton
AKAP13,nucleus
AKAP13,cytosol
AKAP13,actin cytoskeleton
AKAP13,membrane
AKAP13,cell cortex
AKAP6,caveola
AKAP6,nuclear envelope
AKAP6,calcium channel complex
AKAP6,junctional sarcoplasmic reticulum membrane
AKAP6,intercalated disc
AKAP6,nuclear membrane
AKAP6,perinuclear region of cytoplasm
AKAP6,sarcoplasmic reticulum
AKAP6,T-tubule
AKAP6,cytoplasm
AKAP8,nuclear matrix
AKAP8,nucleus
AKAP8,condensed chromosome
AKAP8,female pronucleus
AKAP8,nucleolus
AKAP8,membrane
AKAP8,nucleoplasm
AKAP8,cytoplasm
AKAP9,glutamatergic synapse
AKAP9,synaptic membrane
AKAP9,centrosome
AKAP9,cis-Golgi network
AKAP9,intracellular membrane-bounded organelle
AKAP9,Golgi stack
AKAP9,Golgi apparatus
AKAP9,potassium channel complex
AKAP9,cytosol
AKAP9,extrinsic component of postsynaptic density membrane
AKAP9,dendritic branch
AKAP9,voltage-gated potassium channel complex
AKAP9,cytoskeleton
AKAP9,neuronal cell body
AKR1B10,cytosol
AKR1B10,mitochondrion
AKR1B10,lysosome
AKR1B10,extracellular region
AKR1C2,cytosol
AKR1D1,cytosol
AKT1,cytosol
AKT1,TORC1 complex
AKT1,nucleoplasm
AKT1,cytoplasm
AKT2,early endosome
AKT2,intracellular membrane-bounded organelle
AKT2,nucleus
AKT2,ruffle membrane
AKT2,cytosol
AKT2,plasma membrane
AKT2,nucleoplasm
AKT2,cell cortex
AKT2,protein-containing complex
AKT3,nucleus
AKT3,membrane
AKT3,cytoplasm
ALB,protein-containing complex
ALB,nucleus
ALB,Golgi apparatus
ALB,endoplasmic reticulum lumen
ALB,platelet alpha granule lumen
ALB,endoplasmic reticulum
ALB,blood microparticle
ALB,extracellular space
ALB,cytoplasm
ALB,extracellular exosome
ALB,extracellular region
ALDH1L2,mitochondrial matrix
ALDH1L2,mitochondrion
ALDH1L2,nucleoplasm
ALDH1L2,extracellular exosome
ALDH2,mitochondrial matrix
ALDH2,mitochondrion
ALDH2,extracellular exosome
ALDH5A1,synapse
ALDH5A1,mitochondrial matrix
ALDH5A1,mitochondrion
ALDOA,secretory granule lumen
ALDOA,nucleus
ALDOA,sperm head
ALDOA,cytosol
ALDOA,ficolin-1-rich granule lumen
ALDOA,membrane
ALDOA,platelet alpha granule lumen
ALDOA,actin cytoskeleton
ALDOA,M band
ALDOA,tertiary granule lumen
ALDOA,extracellular space
ALDOA,I band
